Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       Egz.
Vardas75063         Pavarde75063        2         3         3         10        8         8         10        9         10
Vardas75064         Pavarde75064        6         9         6         8         10        5         4         6         6
Vardas75065         Pavarde75065        3         4         6         5         10        7         6         9         10
Vardas75066         Pavarde75066        4         6         10        9         9         5         4         1         10
Vardas75067         Pavarde75067        6         4         10        5         10        6         8         9         1
Vardas75068         Pavarde75068        2         6         9         10        6         1         2         1         1
Vardas75069         Pavarde75069        8         3         4         6         4         6         3         2         2
Vardas75070         Pavarde75070        9         9         2         4         7         1         8         3         10
Vardas75071         Pavarde75071        2         7         2         2         6         8         3         1         7
Vardas75072         Pavarde75072        7         10        6         10        1         9         3         4         9
Vardas75073         Pavarde75073        7         5         10        5         4         4         3         2         7
Vardas75074         Pavarde75074        2         8         8         3         6         1         5         7         3
Vardas75075         Pavarde75075        6         8         7         10        2         3         8         6         10
Vardas75076         Pavarde75076        6         5         10        2         3         9         9         3         2
Vardas75077         Pavarde75077        8         10        10        2         3         7         9         10        6
Vardas75078         Pavarde75078        9         9         10        3         3         3         4         5         5
Vardas75079         Pavarde75079        9         9         1         7         5         4         9         2         4
Vardas75080         Pavarde75080        4         6         6         3         1         4         6         6         4
Vardas75081         Pavarde75081        3         10        2         5         7         1         10        1         3
Vardas75082         Pavarde75082        1         6         9         8         7         6         4         2         7
Vardas75083         Pavarde75083        5         8         2         10        5         5         5         3         3
Vardas75084         Pavarde75084        7         5         9         6         8         4         7         2         6
Vardas75085         Pavarde75085        7         5         6         10        4         10        6         6         4
Vardas75086         Pavarde75086        2         6         10        2         4         8         10        9         5
Vardas75087         Pavarde75087        2         8         1         5         8         1         2         7         9
Vardas75088         Pavarde75088        4         10        5         5         1         8         6         6         6
Vardas75089         Pavarde75089        10        7         10        7         6         3         3         6         1
Vardas75090         Pavarde75090        4         4         8         2         6         4         10        10        8
Vardas75091         Pavarde75091        1         5         8         9         10        8         5         3         4
Vardas75092         Pavarde75092        8         6         6         3         5         8         3         7         4
Vardas75093         Pavarde75093        8         4         5         7         1         2         6         8         5
Vardas75094         Pavarde75094        4         1         8         6         8         9         4         5         1
Vardas75095         Pavarde75095        10        8         4         1         10        8         7         3         5
Vardas75096         Pavarde75096        3         9         7         8         6         8         4         9         9
Vardas75097         Pavarde75097        5         10        4         2         2         5         9         4         9
Vardas75098         Pavarde75098        3         8         8         10        9         1         5         5         6
Vardas75099         Pavarde75099        8         3         6         7         9         2         6         5         8
Vardas75100         Pavarde75100        3         8         2         4         9         9         10        5         2
Vardas75101         Pavarde75101        8         6         8         7         7         10        9         5         6
Vardas75102         Pavarde75102        2         8         6         10        4         4         1         8         2
Vardas75103         Pavarde75103        5         3         7         8         4         5         1         3         2
Vardas75104         Pavarde75104        4         6         3         3         6         5         7         7         4
Vardas75105         Pavarde75105        3         1         3         9         6         6         6         10        6
Vardas75106         Pavarde75106        5         10        1         6         7         10        10        9         4
Vardas75107         Pavarde75107        10        8         2         6         2         6         1         5         3
Vardas75108         Pavarde75108        10        8         10        10        4         1         2         7         8
Vardas75109         Pavarde75109        6         6         1         5         10        3         1         10        3
Vardas75110         Pavarde75110        6         8         2         1         9         6         9         8         1
Vardas75111         Pavarde75111        6         6         3         9         2         6         10        7         10
Vardas75112         Pavarde75112        2         1         1         9         2         9         2         10        10
Vardas75113         Pavarde75113        5         9         7         6         2         2         8         9         4
Vardas75114         Pavarde75114        1         7         7         1         10        4         3         3         1
Vardas75115         Pavarde75115        1         9         10        5         8         6         7         4         6
Vardas75116         Pavarde75116        7         8         5         9         2         7         3         2         10
Vardas75117         Pavarde75117        6         7         8         4         10        2         10        2         2
Vardas75118         Pavarde75118        4         2         1         6         5         4         2         3         8
Vardas75119         Pavarde75119        4         2         8         3         8         2         8         1         2
Vardas75120         Pavarde75120        8         1         7         6         1         1         4         9         1
Vardas75121         Pavarde75121        9         4         4         6         3         9         5         5         10
Vardas75122         Pavarde75122        7         6         6         7         6         8         3         2         5
Vardas75123         Pavarde75123        10        9         10        10        10        3         2         6         6
Vardas75124         Pavarde75124        4         9         10        5         9         5         7         7         10
Vardas75125         Pavarde75125        6         6         6         1         4         8         8         9         3
Vardas75126         Pavarde75126        1         3         1         10        7         1         3         3         4
Vardas75127         Pavarde75127        3         3         2         3         2         9         2         1         5
Vardas75128         Pavarde75128        9         2         8         7         3         3         6         9         5
Vardas75129         Pavarde75129        4         1         9         8         3         6         9         8         3
Vardas75130         Pavarde75130        3         2         5         7         4         9         1         6         5
Vardas75131         Pavarde75131        5         4         3         2         6         4         1         4         1
Vardas75132         Pavarde75132        2         4         8         1         4         6         4         5         6
Vardas75133         Pavarde75133        9         7         1         10        3         4         3         7         1
Vardas75134         Pavarde75134        4         2         9         4         9         5         10        5         3
Vardas75135         Pavarde75135        9         10        3         9         10        5         2         4         2
Vardas75136         Pavarde75136        2         10        9         8         9         6         6         2         2
Vardas75137         Pavarde75137        3         4         3         10        6         1         7         7         5
Vardas75138         Pavarde75138        5         6         2         7         5         10        10        10        6
Vardas75139         Pavarde75139        8         4         10        5         5         7         10        7         3
Vardas75140         Pavarde75140        7         3         4         10        7         10        2         5         7
Vardas75141         Pavarde75141        6         8         8         8         3         5         2         4         2
Vardas75142         Pavarde75142        9         2         6         8         7         4         8         10        8
Vardas75143         Pavarde75143        2         4         6         2         10        4         5         6         8
Vardas75144         Pavarde75144        10        5         4         9         8         2         4         10        2
Vardas75145         Pavarde75145        5         2         1         9         5         9         3         3         7
Vardas75146         Pavarde75146        3         7         9         6         8         7         10        9         10
Vardas75147         Pavarde75147        1         8         7         10        1         10        6         2         9
Vardas75148         Pavarde75148        3         10        10        9         1         4         1         1         6
Vardas75149         Pavarde75149        3         6         9         7         2         5         10        5         1
Vardas75150         Pavarde75150        6         7         3         3         8         2         9         7         1
Vardas75151         Pavarde75151        6         5         5         3         6         6         4         9         9
Vardas75152         Pavarde75152        8         7         1         2         1         3         10        6         1
Vardas75153         Pavarde75153        6         6         8         6         2         7         9         6         3
Vardas75154         Pavarde75154        2         5         1         9         8         1         3         7         2
Vardas75155         Pavarde75155        4         5         8         10        5         4         1         4         2
Vardas75156         Pavarde75156        7         8         7         8         10        2         3         4         8
Vardas75157         Pavarde75157        5         1         10        10        10        10        8         7         9
Vardas75158         Pavarde75158        3         5         3         8         6         5         7         2         10
Vardas75159         Pavarde75159        1         9         4         7         4         10        5         9         7
Vardas75160         Pavarde75160        10        6         4         1         4         5         1         9         2
Vardas75161         Pavarde75161        3         3         2         7         3         1         1         9         4
Vardas75162         Pavarde75162        7         8         10        9         7         10        3         5         5
Vardas75163         Pavarde75163        5         1         5         7         1         6         10        3         5
Vardas75164         Pavarde75164        8         9         1         6         4         8         1         10        6
Vardas75165         Pavarde75165        2         10        9         1         3         3         3         5         8
Vardas75166         Pavarde75166        1         2         5         1         5         7         7         1         3
Vardas75167         Pavarde75167        5         6         4         6         1         2         5         8         2
Vardas75168         Pavarde75168        2         9         3         3         3         2         3         4         6
Vardas75169         Pavarde75169        3         2         1         9         5         4         9         4         7
Vardas75170         Pavarde75170        9         6         5         8         3         5         8         6         9
Vardas75171         Pavarde75171        9         5         4         5         3         10        8         9         10
Vardas75172         Pavarde75172        4         6         4         8         10        6         6         9         6
Vardas75173         Pavarde75173        7         7         2         9         7         6         1         4         5
Vardas75174         Pavarde75174        6         3         8         6         2         7         1         2         3
Vardas75175         Pavarde75175        6         5         5         4         3         3         2         4         2
Vardas75176         Pavarde75176        1         2         10        9         10        8         6         9         2
Vardas75177         Pavarde75177        9         3         5         7         8         6         4         3         9
Vardas75178         Pavarde75178        2         5         5         2         1         2         10        9         3
Vardas75179         Pavarde75179        1         10        8         4         6         7         2         4         2
Vardas75180         Pavarde75180        1         7         7         6         5         10        3         9         2
Vardas75181         Pavarde75181        9         2         9         5         3         10        10        10        8
Vardas75182         Pavarde75182        3         8         2         3         9         9         6         9         6
Vardas75183         Pavarde75183        2         2         8         4         10        8         4         1         5
Vardas75184         Pavarde75184        9         1         5         9         10        3         3         9         6
Vardas75185         Pavarde75185        1         5         1         1         7         5         1         8         7
Vardas75186         Pavarde75186        3         10        10        8         3         9         2         9         3
Vardas75187         Pavarde75187        2         2         1         5         10        9         2         9         3
Vardas75188         Pavarde75188        8         5         5         10        2         8         6         3         5
Vardas75189         Pavarde75189        9         8         2         5         5         3         8         2         10
Vardas75190         Pavarde75190        8         6         6         1         1         4         4         5         8
Vardas75191         Pavarde75191        5         10        6         9         7         5         6         3         1
Vardas75192         Pavarde75192        7         2         9         6         6         6         6         7         4
Vardas75193         Pavarde75193        1         8         10        4         5         7         2         5         8
Vardas75194         Pavarde75194        6         5         1         4         7         10        3         5         5
Vardas75195         Pavarde75195        4         10        7         7         6         5         1         4         6
Vardas75196         Pavarde75196        5         7         1         2         3         5         3         1         3
Vardas75197         Pavarde75197        9         3         4         5         3         2         10        6         7
Vardas75198         Pavarde75198        6         6         5         8         10        1         4         1         9
Vardas75199         Pavarde75199        7         2         7         9         5         8         7         4         10
Vardas75200         Pavarde75200        3         5         4         2         7         7         1         6         8
Vardas75201         Pavarde75201        7         5         9         6         9         10        5         1         9
Vardas75202         Pavarde75202        10        8         1         4         8         3         5         4         4
Vardas75203         Pavarde75203        6         1         3         3         1         2         2         9         7
Vardas75204         Pavarde75204        1         6         7         1         1         4         5         2         2
Vardas75205         Pavarde75205        5         8         9         9         10        1         3         10        8
Vardas75206         Pavarde75206        9         2         10        6         8         10        2         1         4
Vardas75207         Pavarde75207        9         4         10        4         5         4         3         7         9
Vardas75208         Pavarde75208        2         4         7         9         5         2         4         5         7
Vardas75209         Pavarde75209        1         8         4         1         10        2         4         9         6
Vardas75210         Pavarde75210        6         7         10        7         2         5         3         7         5
Vardas75211         Pavarde75211        6         2         1         8         7         1         6         9         7
Vardas75212         Pavarde75212        8         10        6         2         5         1         10        9         6
Vardas75213         Pavarde75213        3         1         8         8         1         4         10        10        9
Vardas75214         Pavarde75214        7         9         6         4         9         3         5         6         9
Vardas75215         Pavarde75215        6         5         1         7         9         1         1         5         2
Vardas75216         Pavarde75216        5         6         10        10        5         2         2         5         8
Vardas75217         Pavarde75217        8         3         4         9         1         8         3         3         6
Vardas75218         Pavarde75218        9         8         8         1         5         4         2         9         2
Vardas75219         Pavarde75219        2         8         8         8         10        4         6         8         10
Vardas75220         Pavarde75220        2         4         9         1         10        8         10        9         3
Vardas75221         Pavarde75221        10        3         10        4         4         8         3         3         10
Vardas75222         Pavarde75222        3         8         7         1         5         6         5         4         9
Vardas75223         Pavarde75223        7         8         2         3         5         9         7         3         9
Vardas75224         Pavarde75224        5         1         9         5         3         6         5         9         5
Vardas75225         Pavarde75225        5         1         1         9         3         1         5         9         2
Vardas75226         Pavarde75226        3         4         6         8         7         10        5         1         9
Vardas75227         Pavarde75227        6         1         5         6         2         10        7         2         1
Vardas75228         Pavarde75228        1         5         5         3         7         9         10        2         6
Vardas75229         Pavarde75229        7         9         7         8         10        1         8         9         1
Vardas75230         Pavarde75230        7         2         6         1         7         8         3         9         3
Vardas75231         Pavarde75231        10        7         3         8         10        1         8         10        10
Vardas75232         Pavarde75232        7         10        6         6         8         8         1         6         4
Vardas75233         Pavarde75233        1         10        8         8         3         6         5         4         10
Vardas75234         Pavarde75234        10        9         10        7         10        4         4         8         3
Vardas75235         Pavarde75235        7         1         3         2         9         5         6         1         3
Vardas75236         Pavarde75236        6         10        3         1         6         6         7         4         1
Vardas75237         Pavarde75237        7         5         5         9         4         1         4         2         5
Vardas75238         Pavarde75238        7         9         5         5         3         8         2         10        8
Vardas75239         Pavarde75239        1         5         10        7         1         2         1         1         2
Vardas75240         Pavarde75240        2         4         8         2         7         6         6         3         6
Vardas75241         Pavarde75241        10        3         1         3         2         8         2         8         3
Vardas75242         Pavarde75242        3         10        2         5         7         7         3         6         3
Vardas75243         Pavarde75243        2         1         6         8         4         1         3         8         6
Vardas75244         Pavarde75244        2         4         9         8         5         8         9         8         3
Vardas75245         Pavarde75245        10        3         1         1         3         1         4         2         4
Vardas75246         Pavarde75246        10        9         3         9         8         9         1         5         7
Vardas75247         Pavarde75247        2         2         9         10        7         2         9         3         10
Vardas75248         Pavarde75248        10        4         10        9         8         4         8         4         3
Vardas75249         Pavarde75249        4         8         3         1         5         1         1         2         7
Vardas75250         Pavarde75250        1         2         9         6         7         9         8         7         2
Vardas75251         Pavarde75251        10        7         3         2         3         1         1         6         1
Vardas75252         Pavarde75252        1         2         9         9         4         6         5         5         2
Vardas75253         Pavarde75253        7         2         9         7         6         10        8         1         9
Vardas75254         Pavarde75254        1         2         2         10        8         8         7         10        5
Vardas75255         Pavarde75255        10        10        6         8         9         1         6         1         9
Vardas75256         Pavarde75256        6         1         1         8         9         5         4         5         6
Vardas75257         Pavarde75257        8         10        8         10        7         1         9         8         10
Vardas75258         Pavarde75258        6         4         4         8         5         4         7         9         3
Vardas75259         Pavarde75259        9         5         4         1         1         5         10        6         3
Vardas75260         Pavarde75260        10        6         3         9         8         9         4         1         6
Vardas75261         Pavarde75261        10        4         10        10        10        7         4         1         5
Vardas75262         Pavarde75262        3         8         1         2         7         9         8         8         2
Vardas75263         Pavarde75263        8         5         9         7         6         10        2         6         7
Vardas75264         Pavarde75264        3         1         7         9         1         8         8         5         3
Vardas75265         Pavarde75265        3         8         7         7         8         9         5         9         9
Vardas75266         Pavarde75266        2         9         10        4         2         7         4         9         3
Vardas75267         Pavarde75267        5         5         8         2         4         5         9         9         5
Vardas75268         Pavarde75268        9         8         7         4         10        2         7         6         4
Vardas75269         Pavarde75269        5         6         3         9         10        3         2         2         2
Vardas75270         Pavarde75270        8         10        4         3         1         2         1         8         3
Vardas75271         Pavarde75271        6         8         9         3         10        2         3         10        1
Vardas75272         Pavarde75272        10        7         5         8         9         10        5         10        10
Vardas75273         Pavarde75273        10        4         4         8         10        5         2         1         5
Vardas75274         Pavarde75274        1         9         3         9         2         9         3         4         3
Vardas75275         Pavarde75275        8         6         7         9         3         10        7         10        1
Vardas75276         Pavarde75276        4         4         5         7         4         1         3         10        4
Vardas75277         Pavarde75277        7         10        2         10        5         3         1         9         4
Vardas75278         Pavarde75278        1         3         9         10        6         4         1         4         1
Vardas75279         Pavarde75279        2         9         4         2         4         8         2         1         9
Vardas75280         Pavarde75280        5         2         6         3         2         4         2         6         10
Vardas75281         Pavarde75281        4         2         9         3         9         10        3         9         9
Vardas75282         Pavarde75282        9         9         1         8         7         4         5         8         4
Vardas75283         Pavarde75283        5         9         7         7         7         1         7         10        10
Vardas75284         Pavarde75284        5         8         10        9         9         6         10        2         5
Vardas75285         Pavarde75285        9         2         7         6         1         7         5         10        10
Vardas75286         Pavarde75286        5         8         9         9         2         5         3         6         9
Vardas75287         Pavarde75287        9         7         4         8         5         6         5         6         3
Vardas75288         Pavarde75288        4         10        6         3         7         1         9         10        2
Vardas75289         Pavarde75289        8         2         8         5         10        3         5         4         7
Vardas75290         Pavarde75290        3         4         7         10        8         3         2         4         7
Vardas75291         Pavarde75291        5         4         7         1         2         6         2         4         6
Vardas75292         Pavarde75292        4         5         7         8         6         2         4         9         3
Vardas75293         Pavarde75293        9         4         4         9         10        4         10        10        3
Vardas75294         Pavarde75294        10        1         10        8         4         6         9         6         9
Vardas75295         Pavarde75295        7         1         4         9         10        1         10        3         9
Vardas75296         Pavarde75296        5         7         3         7         4         9         9         10        7
Vardas75297         Pavarde75297        8         6         3         9         4         3         10        4         9
Vardas75298         Pavarde75298        4         9         6         5         9         9         10        3         1
Vardas75299         Pavarde75299        3         5         8         10        2         8         9         7         1
Vardas75300         Pavarde75300        2         4         3         2         8         6         9         8         8
Vardas75301         Pavarde75301        10        4         7         8         1         1         5         3         5
Vardas75302         Pavarde75302        8         9         10        9         8         8         4         5         8
Vardas75303         Pavarde75303        3         3         9         9         1         10        2         2         9
Vardas75304         Pavarde75304        9         9         4         5         10        6         3         3         2
Vardas75305         Pavarde75305        6         8         9         1         1         1         6         2         9
Vardas75306         Pavarde75306        1         3         10        5         1         8         10        4         5
Vardas75307         Pavarde75307        6         7         5         10        7         4         1         4         10
Vardas75308         Pavarde75308        3         10        8         6         5         3         8         1         5
Vardas75309         Pavarde75309        7         7         8         7         1         4         4         7         5
Vardas75310         Pavarde75310        5         3         9         5         7         10        2         10        7
Vardas75311         Pavarde75311        7         6         4         2         5         3         6         6         4
Vardas75312         Pavarde75312        1         9         2         4         6         10        8         7         3
Vardas75313         Pavarde75313        4         6         1         1         2         1         2         9         9
Vardas75314         Pavarde75314        6         4         6         9         9         2         1         4         7
Vardas75315         Pavarde75315        2         9         4         8         2         3         2         10        5
Vardas75316         Pavarde75316        6         8         10        7         8         2         8         7         5
Vardas75317         Pavarde75317        7         4         10        7         8         7         2         5         4
Vardas75318         Pavarde75318        8         7         5         3         7         7         2         5         3
Vardas75319         Pavarde75319        6         1         7         9         6         6         6         9         1
Vardas75320         Pavarde75320        8         9         8         9         5         8         2         4         8
Vardas75321         Pavarde75321        4         3         2         7         8         1         9         2         2
Vardas75322         Pavarde75322        3         10        3         10        1         2         1         7         5
Vardas75323         Pavarde75323        4         6         9         5         9         4         5         1         1
Vardas75324         Pavarde75324        2         9         7         8         2         9         2         2         1
Vardas75325         Pavarde75325        2         2         10        4         4         6         2         4         10
Vardas75326         Pavarde75326        3         4         7         5         7         2         10        4         5
Vardas75327         Pavarde75327        6         3         8         6         5         10        5         4         1
Vardas75328         Pavarde75328        1         6         9         9         10        5         10        9         6
Vardas75329         Pavarde75329        6         6         3         4         2         2         4         4         5
Vardas75330         Pavarde75330        2         2         3         6         2         9         8         3         3
Vardas75331         Pavarde75331        10        2         8         1         10        6         3         9         3
Vardas75332         Pavarde75332        10        6         6         2         8         9         9         4         3
Vardas75333         Pavarde75333        6         10        5         6         8         6         9         3         1
Vardas75334         Pavarde75334        8         10        7         2         3         5         3         2         2
Vardas75335         Pavarde75335        3         1         6         3         7         10        8         9         3
Vardas75336         Pavarde75336        7         3         7         7         4         6         10        9         7
Vardas75337         Pavarde75337        6         4         10        4         10        8         10        9         1
Vardas75338         Pavarde75338        7         8         7         2         8         6         7         6         3
Vardas75339         Pavarde75339        6         8         9         3         6         10        9         5         3
Vardas75340         Pavarde75340        2         6         9         7         6         5         9         1         1
Vardas75341         Pavarde75341        1         4         1         5         3         10        1         9         5
Vardas75342         Pavarde75342        3         1         10        4         4         1         8         5         10
Vardas75343         Pavarde75343        1         3         3         10        2         6         3         2         6
Vardas75344         Pavarde75344        7         10        10        8         2         1         10        3         7
Vardas75345         Pavarde75345        3         8         9         9         6         8         4         3         6
Vardas75346         Pavarde75346        9         3         8         9         3         8         3         8         8
Vardas75347         Pavarde75347        10        4         2         6         8         6         4         3         5
Vardas75348         Pavarde75348        2         3         4         10        7         3         10        1         6
Vardas75349         Pavarde75349        3         10        7         7         6         6         2         9         4
Vardas75350         Pavarde75350        3         8         4         6         1         4         4         9         7
Vardas75351         Pavarde75351        3         9         6         7         9         3         3         4         10
Vardas75352         Pavarde75352        1         6         5         4         6         6         1         5         9
Vardas75353         Pavarde75353        10        6         8         6         4         8         6         3         4
Vardas75354         Pavarde75354        9         6         9         10        8         10        6         7         5
Vardas75355         Pavarde75355        5         10        10        8         6         6         5         8         7
Vardas75356         Pavarde75356        1         9         3         4         6         6         6         10        8
Vardas75357         Pavarde75357        2         8         1         1         8         2         8         7         10
Vardas75358         Pavarde75358        8         4         8         9         4         4         6         10        8
Vardas75359         Pavarde75359        1         9         8         8         7         9         2         2         10
Vardas75360         Pavarde75360        2         2         6         3         3         10        3         6         2
Vardas75361         Pavarde75361        9         7         7         6         6         3         4         8         5
Vardas75362         Pavarde75362        6         9         1         9         3         10        2         4         10
Vardas75363         Pavarde75363        4         2         5         9         3         10        4         3         4
Vardas75364         Pavarde75364        8         1         10        6         6         8         3         3         5
Vardas75365         Pavarde75365        10        2         4         10        6         1         1         7         8
Vardas75366         Pavarde75366        1         8         8         6         2         2         9         4         2
Vardas75367         Pavarde75367        7         3         4         1         5         1         8         3         4
Vardas75368         Pavarde75368        2         2         2         9         1         8         3         4         8
Vardas75369         Pavarde75369        5         9         8         5         8         8         3         10        3
Vardas75370         Pavarde75370        9         1         8         1         9         7         10        7         5
Vardas75371         Pavarde75371        1         10        5         7         3         7         2         5         3
Vardas75372         Pavarde75372        10        7         5         1         8         1         6         6         1
Vardas75373         Pavarde75373        9         3         3         8         9         5         1         1         6
Vardas75374         Pavarde75374        7         10        2         2         9         7         2         7         6
Vardas75375         Pavarde75375        9         10        10        2         6         7         4         10        8
Vardas75376         Pavarde75376        8         4         8         7         1         9         4         7         1
Vardas75377         Pavarde75377        4         9         4         9         3         5         5         6         1
Vardas75378         Pavarde75378        1         9         1         8         10        10        8         7         10
Vardas75379         Pavarde75379        10        6         6         1         2         6         9         10        10
Vardas75380         Pavarde75380        3         9         2         6         6         3         2         6         4
Vardas75381         Pavarde75381        6         2         6         3         10        2         3         2         3
Vardas75382         Pavarde75382        1         6         8         7         7         8         1         10        6
Vardas75383         Pavarde75383        2         4         6         2         4         4         7         10        2
Vardas75384         Pavarde75384        1         8         6         6         5         9         9         5         10
Vardas75385         Pavarde75385        1         4         9         4         1         10        5         8         5
Vardas75386         Pavarde75386        1         10        9         4         7         5         10        9         1
Vardas75387         Pavarde75387        3         3         10        4         8         3         9         3         4
Vardas75388         Pavarde75388        6         4         1         3         2         8         5         4         9
Vardas75389         Pavarde75389        9         2         6         10        3         6         5         1         4
Vardas75390         Pavarde75390        4         4         8         4         4         9         10        9         5
Vardas75391         Pavarde75391        7         3         3         2         7         4         3         1         1
Vardas75392         Pavarde75392        2         6         3         5         7         2         1         9         4
Vardas75393         Pavarde75393        7         6         1         1         10        5         6         3         10
Vardas75394         Pavarde75394        9         9         4         9         9         7         6         6         6
Vardas75395         Pavarde75395        5         4         5         1         10        6         7         8         9
Vardas75396         Pavarde75396        6         4         3         4         7         8         5         2         6
Vardas75397         Pavarde75397        8         6         3         10        6         3         5         1         7
Vardas75398         Pavarde75398        6         1         2         1         5         6         4         7         8
Vardas75399         Pavarde75399        5         6         10        6         4         8         6         7         5
Vardas75400         Pavarde75400        3         6         8         6         7         9         4         10        5
Vardas75401         Pavarde75401        4         9         7         2         3         9         1         5         2
Vardas75402         Pavarde75402        6         3         6         6         9         6         6         8         2
Vardas75403         Pavarde75403        4         3         6         1         7         4         3         2         6
Vardas75404         Pavarde75404        10        2         4         8         6         9         5         4         8
Vardas75405         Pavarde75405        9         6         5         2         1         6         6         10        7
Vardas75406         Pavarde75406        3         1         3         1         4         9         8         10        9
Vardas75407         Pavarde75407        8         5         4         5         7         3         7         6         8
Vardas75408         Pavarde75408        1         9         5         8         5         2         5         5         5
Vardas75409         Pavarde75409        9         3         9         10        9         7         1         5         5
Vardas75410         Pavarde75410        1         7         2         3         4         7         6         1         2
Vardas75411         Pavarde75411        3         6         9         4         9         5         8         7         7
Vardas75412         Pavarde75412        5         2         2         1         2         10        10        7         4
Vardas75413         Pavarde75413        1         3         7         10        10        2         1         2         1
Vardas75414         Pavarde75414        9         8         9         10        4         4         5         8         7
Vardas75415         Pavarde75415        1         6         10        5         8         10        2         10        2
Vardas75416         Pavarde75416        9         1         4         7         8         4         2         7         1
Vardas75417         Pavarde75417        4         4         8         3         1         6         10        4         6
Vardas75418         Pavarde75418        9         9         4         4         2         6         9         8         10
Vardas75419         Pavarde75419        4         4         7         10        1         4         7         9         8
Vardas75420         Pavarde75420        2         2         5         1         10        10        3         2         5
Vardas75421         Pavarde75421        7         5         5         10        9         2         2         4         5
Vardas75422         Pavarde75422        6         10        1         9         2         10        2         2         2
Vardas75423         Pavarde75423        1         5         7         5         9         6         8         10        6
Vardas75424         Pavarde75424        5         6         2         9         6         2         6         10        7
Vardas75425         Pavarde75425        3         10        7         7         4         10        8         9         8
Vardas75426         Pavarde75426        2         2         5         1         1         9         9         2         4
Vardas75427         Pavarde75427        10        6         9         8         5         9         1         10        5
Vardas75428         Pavarde75428        9         8         10        3         3         4         9         5         1
Vardas75429         Pavarde75429        1         2         7         1         5         6         10        3         7
Vardas75430         Pavarde75430        4         6         3         7         7         4         8         8         7
Vardas75431         Pavarde75431        5         6         2         4         1         5         2         10        3
